Reading traces...
Reading specs frequency...
Reading locations...
Counting events...
Total 17722208 events and 9900 traces
Inspecting top 200 IMM
Finding hot methods...
Number of events, method name
Starting fi.solita.utils.functional.FunctionalImpl.lastOption:217
Finish fi.solita.utils.functional.FunctionalImpl.lastOption:217
Starting fi.solita.utils.functional.Iterables$MemoizingCharSequenceIterable.subSequence:687
Finish fi.solita.utils.functional.Iterables$MemoizingCharSequenceIterable.subSequence:687
Starting fi.solita.utils.functional.Iterables$TransformingIterable$1.hasNext:547
Finish fi.solita.utils.functional.Iterables$TransformingIterable$1.hasNext:547
Starting fi.solita.utils.functional.Iterables$2.transform:62
Finish fi.solita.utils.functional.Iterables$2.transform:62
Starting fi.solita.utils.functional.Iterables$TakingIterable$1.<init>:873
Finish fi.solita.utils.functional.Iterables$TakingIterable$1.<init>:873
Starting fi.solita.utils.functional.Iterables$MemoizingCharSequenceIterable.resolveLength:676
Finish fi.solita.utils.functional.Iterables$MemoizingCharSequenceIterable.resolveLength:676
Starting fi.solita.utils.functional.Iterables$FilteringIterable$1.<init>:477
Finish fi.solita.utils.functional.Iterables$FilteringIterable$1.<init>:477
Starting fi.solita.utils.functional.Collections.newList:914
Finish fi.solita.utils.functional.Collections.newList:914
Starting fi.solita.utils.functional.FunctionalImpl.head:193
Finish fi.solita.utils.functional.FunctionalImpl.head:193
Starting fi.solita.utils.functional.Match.groups:147
Finish fi.solita.utils.functional.Match.groups:147
Starting fi.solita.utils.functional.FunctionalImpl.fold:433
Finish fi.solita.utils.functional.FunctionalImpl.fold:433
Starting fi.solita.utils.functional.Match.err:129
Finish fi.solita.utils.functional.Match.err:129
Starting fi.solita.utils.functional.Iterables$ConcatenatingIterable.flattenNestedConcats:324
Finish fi.solita.utils.functional.Iterables$ConcatenatingIterable.flattenNestedConcats:324
Starting fi.solita.utils.functional.Match.startsWith:53
Finish fi.solita.utils.functional.Match.startsWith:53
Starting fi.solita.utils.functional.Iterables$MemoizingCharSequenceIterable$1.next:736
Finish fi.solita.utils.functional.Iterables$MemoizingCharSequenceIterable$1.next:736
Starting fi.solita.utils.functional.FunctionalImpl.isEmpty:363
Finish fi.solita.utils.functional.FunctionalImpl.isEmpty:363
Starting fi.solita.utils.functional.TestClass.<init>:16
Finish fi.solita.utils.functional.TestClass.<init>:16
Starting fi.solita.utils.functional.NoneImpl.iterator:128
Finish fi.solita.utils.functional.NoneImpl.iterator:128
Starting fi.solita.utils.functional.FunctionalImpl.foreach:114
Finish fi.solita.utils.functional.FunctionalImpl.foreach:114
Starting fi.solita.utils.functional.Iterables$TransformingIterable$1.next:552
Finish fi.solita.utils.functional.Iterables$TransformingIterable$1.next:552
Starting fi.solita.utils.functional.FunctionalImpl$7$1.next:321
Finish fi.solita.utils.functional.FunctionalImpl$7$1.next:321
Starting fi.solita.utils.functional.Collections.newSet:948
Finish fi.solita.utils.functional.Collections.newSet:948
Starting fi.solita.utils.functional.Iterables$GroupingIterable$1.next:983
Finish fi.solita.utils.functional.Iterables$GroupingIterable$1.next:983
Starting fi.solita.utils.functional.Iterables$5.transform:80
Finish fi.solita.utils.functional.Iterables$5.transform:80
Starting fi.solita.utils.functional.Iterables$DistinctIterable$1.readNext:423
Finish fi.solita.utils.functional.Iterables$DistinctIterable$1.readNext:423
Starting fi.solita.utils.functional.PairTest.serialization:31
Finish fi.solita.utils.functional.PairTest.serialization:31
Starting fi.solita.utils.functional.Iterables$TakingIterable$1.hasNext:878
Finish fi.solita.utils.functional.Iterables$TakingIterable$1.hasNext:878
Starting fi.solita.utils.functional.Iterables$MemoizingCharSequenceIterable$1.hasNext:725
Finish fi.solita.utils.functional.Iterables$MemoizingCharSequenceIterable$1.hasNext:725
Starting fi.solita.utils.functional.Iterables$TransposingIterable$1.next:230
Finish fi.solita.utils.functional.Iterables$TransposingIterable$1.next:230
Starting fi.solita.utils.functional.Iterables$MemoizingCharSequenceIterable.charAt:706
Finish fi.solita.utils.functional.Iterables$MemoizingCharSequenceIterable.charAt:706
Starting fi.solita.utils.functional.Tuple.equals:875
Finish fi.solita.utils.functional.Tuple.equals:875
Starting fi.solita.utils.functional.Match.instance:35
Finish fi.solita.utils.functional.Match.instance:35
Starting fi.solita.utils.functional.Iterables$ZippingIterable$1.next:283
Finish fi.solita.utils.functional.Iterables$ZippingIterable$1.next:283
Starting fi.solita.utils.functional.SortTest.testSort:30
Finish fi.solita.utils.functional.SortTest.testSort:30
Starting fi.solita.utils.functional.Match.split:133
Finish fi.solita.utils.functional.Match.split:133
Starting fi.solita.utils.functional.Iterables$ZippingIterable$1.hasNext:278
Finish fi.solita.utils.functional.Iterables$ZippingIterable$1.hasNext:278
Starting fi.solita.utils.functional.Iterables$FilteringIterable$1.readNext:488
Finish fi.solita.utils.functional.Iterables$FilteringIterable$1.readNext:488
Starting fi.solita.utils.functional.Iterables$4.transform:74
Finish fi.solita.utils.functional.Iterables$4.transform:74
Starting fi.solita.utils.functional.FunctionalTest.testConcatPerformance:308
Finish fi.solita.utils.functional.FunctionalTest.testConcatPerformance:308
Starting fi.solita.utils.functional.FunctionalImpl.mkString:625
Finish fi.solita.utils.functional.FunctionalImpl.mkString:625
Starting fi.solita.utils.functional.FunctionalImpl$6$1.<init>:258
Finish fi.solita.utils.functional.FunctionalImpl$6$1.<init>:258
Starting fi.solita.utils.functional.SomeImpl.iterator:186
Finish fi.solita.utils.functional.SomeImpl.iterator:186
Starting fi.solita.utils.functional.FunctionalImpl$7$1.readNext:313
Finish fi.solita.utils.functional.FunctionalImpl$7$1.readNext:313
Starting fi.solita.utils.functional.FunctionalImpl.foreach:120
Finish fi.solita.utils.functional.FunctionalImpl.foreach:120
Starting fi.solita.utils.functional.Iterables$TransformingIterable$1.<init>:543
Finish fi.solita.utils.functional.Iterables$TransformingIterable$1.<init>:543
Starting fi.solita.utils.functional.Match.section:78
Finish fi.solita.utils.functional.Match.section:78
Starting fi.solita.utils.functional.lens.Builder$3.transform:206
Finish fi.solita.utils.functional.lens.Builder$3.transform:206
Starting fi.solita.utils.functional.Iterables$ConcatenatingIterable$1.hasNext:357
Finish fi.solita.utils.functional.Iterables$ConcatenatingIterable$1.hasNext:357
Starting fi.solita.utils.functional.Match.iterable:225
Finish fi.solita.utils.functional.Match.iterable:225
Starting fi.solita.utils.functional.Iterables$ReversingIterable$1.next:595
Finish fi.solita.utils.functional.Iterables$ReversingIterable$1.next:595
Starting fi.solita.utils.functional.Iterables$ConcatenatingIterable$1.<init>:350
Finish fi.solita.utils.functional.Iterables$ConcatenatingIterable$1.<init>:350
Starting fi.solita.utils.functional.FunctionalImpl$6$1.readNext:268
Finish fi.solita.utils.functional.FunctionalImpl$6$1.readNext:268
Starting fi.solita.utils.functional.Match.singleton:159
Finish fi.solita.utils.functional.Match.singleton:159
Starting fi.solita.utils.functional.FunctionalTest$6.<clinit>:0
Finish fi.solita.utils.functional.FunctionalTest$6.<clinit>:0
Starting fi.solita.utils.functional.Iterables$ConcatenatingIterable$1.next:365
Finish fi.solita.utils.functional.Iterables$ConcatenatingIterable$1.next:365
Starting fi.solita.utils.functional.Iterables$ZippingIterable$1.<init>:273
Finish fi.solita.utils.functional.Iterables$ZippingIterable$1.<init>:273
Starting fi.solita.utils.functional.FunctionalImpl.size:371
Finish fi.solita.utils.functional.FunctionalImpl.size:371
Starting fi.solita.utils.functional.Iterables$SortingIterable.iterator:791
Finish fi.solita.utils.functional.Iterables$SortingIterable.iterator:791
Starting fi.solita.utils.functional.Match.endsWith:62
Finish fi.solita.utils.functional.Match.endsWith:62
Starting fi.solita.utils.functional.FunctionalImpl$7$1.<init>:301
Finish fi.solita.utils.functional.FunctionalImpl$7$1.<init>:301
Starting fi.solita.utils.functional.Iterables$DroppingIterable.iterator:926
Finish fi.solita.utils.functional.Iterables$DroppingIterable.iterator:926
Starting fi.solita.utils.functional.Match.err:207
Finish fi.solita.utils.functional.Match.err:207
Starting fi.solita.utils.functional.Iterables$DistinctIterable$1.<init>:412
Finish fi.solita.utils.functional.Iterables$DistinctIterable$1.<init>:412

#1
Inspecting hot method fi.solita.utils.functional.Collections.newList:914...
Checking for isolation...
5681158,3136,2435,701
Total 5681158 (464687 unique) events are in hot method
Total 3136 (62 unique) traces are in hot method
Total 2435 (39 unique) isolated traces are in hot method
Total 701 (23 unique) non-isolated traces that have events in hot method
Total 5678703 (464539 unique) events are in isolated traces
Total 3395 (265 unique) events are in non-isolated traces (2455 / 148 unique are in hot method)
Specs that have isolated traces:
	Iterator_RemoveOnce (900 traces / 12 unique traces) (1419607 events / 116130 unique events)
	Iterator_HasNext (766 traces / 14 unique traces) (2839419 events / 232277 unique events)
	Collections_SortBeforeBinarySearch (569 traces / 12 unique traces) (1419277 events / 116130 unique events)
	Collection_UnsynchronizedAddAll (200 traces / 1 unique traces) (400 events / 2 unique events)
Specs that have non-isolated traces:
	Collection_UnsafeIterator (548 traces / 9 unique traces) (2308 events / 142 unique events) (1686 events / 65 unique events in hot method)
	Iterator_HasNext (148 traces / 11 unique traces) (1074 events / 115 unique events) (762 events / 79 unique events in hot method)
	Iterator_RemoveOnce (5 traces / 3 unique traces) (13 events / 8 unique events) (7 events / 4 unique events in hot method)
Classifier (fi.solita.utils.functional.Collections.newList:914): CUT,ISOLATED_MULTIPLE_UNIQUE,ISOLATED_ONE_UNIQUE,NOT_ISOLATED_MULTIPLE_UNIQUE

#2
Inspecting hot method fi.solita.utils.functional.Iterables$ConcatenatingIterable$1.hasNext:357...
Checking for isolation...
4045313,1100,8,1092
Total 4045313 (80516 unique) events are in hot method
Total 1100 (34 unique) traces are in hot method
Total 8 (2 unique) isolated traces are in hot method
Total 1092 (32 unique) non-isolated traces that have events in hot method
Total 12 (3 unique) events are in isolated traces
Total 5057099 (100701 unique) events are in non-isolated traces (4045301 / 80513 unique are in hot method)
Specs that have isolated traces:
	Iterator_HasNext (8 traces / 2 unique traces) (12 events / 3 unique events)
Specs that have non-isolated traces:
	Iterator_HasNext (553 traces / 15 unique traces) (2528693 events / 50375 unique events) (2022917 events / 40307 unique events in hot method)
